gene,logFC,PValue
gene_9694,-3.8161780716184,5.20926667555482e-09
gene_9709,2.02752869029479,0.00181498055925092
gene_9724,-1.07677318253944,0.000650289436245605
gene_9765,-4.19364481854553,3.66631993746025e-28
gene_9780,0.33969535274845,0.268907385698702
gene_9790,1.24835290386272,4.67581611176885e-05
gene_9830,0.352516816721572,0.243287412282374
gene_9844,0.414039954182982,0.168324838735547
gene_9950,-1.223580033902,0.00147757824718345
gene_9954,0.401077220518409,0.181453367581971
gene_10017,-0.233217766037868,0.437826868612629
gene_10030,-3.12522403579706,2.57249832240173e-19
gene_10072,0.599251142031261,0.0486394696209256
gene_10165,0.166301681423843,0.580679329228768
gene_10219,0.564572742838552,0.0632490741895706
gene_10244,-0.229231852895713,0.444465778931749
gene_10256,1.01885216373919,0.000760333039839491
gene_10270,0.188514986519599,0.530909697471986
gene_10278,0.975344674111594,0.00125008468056415
gene_10282,2.76925838751168,0.50529317856625
gene_10292,2.3320838783519,1.23246631527628e-13
gene_10295,1.93598604568169,4.60497814805002e-08
gene_10310,-3.48296167151786,6.68010173066999e-25
gene_10318,1.04413142643874,0.000830796535518514
gene_10319,2.23412641193622,6.85670791492995e-06
gene_10322,-1.01243240028693,0.00082203732415717
gene_10327,-1.45781044029536,0.0446139779998796
gene_10361,-0.535655418787499,0.0825833670522576
gene_10379,-0.0196018310837444,1
gene_10404,-0.844110419792327,0.00516682166708867
gene_10438,0.291814845422557,0.33558121334191
gene_10539,-0.301162316387935,0.324930516913985
gene_10610,0.452235905482297,0.139383340063376
gene_10626,-0.310104610936612,0.317982456190155
gene_10671,1.70511342377549,0.0446139779998796
gene_10704,0.0177818974270835,0.953613409746944
gene_10803,0.400268531223516,0.184307765181328
gene_10810,0.528305434998147,0.0799372881673531
gene_10818,-0.263478714358042,0.37993232446636
gene_10932,0,1
gene_11007,0.621480078097373,0.039049625556681
gene_11009,-0.420930232304107,0.161157683719607
gene_11021,0.562631259611043,0.0627038683051354
gene_11028,0.563862095982542,0.0610802371364583
gene_11052,0,1
gene_11083,-3.43314251642733,0.132980923090222
gene_11105,-0.111726664082619,0.711706830696409
gene_11114,0.890785082064365,0.00319780676757295
gene_11132,-0.629906154811085,0.0395013887370168
gene_11143,0.0767175517993851,0.802269657572696
gene_11198,-0.148855744817294,0.622018473690741
gene_11201,-0.911148954764336,0.00494086843241825
gene_11243,-0.750326030409488,0.0128894001517587
gene_11258,-1.27418375852527,3.13470803727147e-05
gene_11260,1.00453499599532,0.000933872941121753
gene_11275,0.448656944837093,0.136280944000072
gene_11295,-0.102794549385361,0.732349496068967
gene_11304,0.68378484523027,0.0230229929326367
gene_11332,2.39912141272268,2.73204321384842e-09
gene_11347,-2.28019753290173,7.45760724532166e-13
gene_11376,1.21552709978128,6.77832797626551e-05
gene_11405,0.30647525760432,0.306980078351236
gene_11422,0.226143817236957,0.451790551112744
gene_11426,3.87295786668648,1.02392149268338e-30
gene_11451,0.0228297513013864,0.939719055931134
gene_11454,0.145516387621632,0.627713122900767
gene_11465,-1.79075656416824,1
gene_11478,0.424613508646315,0.161322272481327
gene_11485,1.08841877043084,0.000338191922116898
gene_11523,0.152235416349421,0.61419090084411
gene_11566,-0.764984942600955,0.0112404470009597
gene_11590,-1.96567773259663,8.82268966024249e-05
gene_11600,0,1
gene_11638,-1.72130596808792,2.41689436024036e-08
gene_11677,-0.757309720546965,0.0251600744345989
gene_12048,4.0657358080754,1.69977057680426e-32
gene_12061,1.77559119576995,8.98990183586593e-09
gene_12124,-4.15364140207775,0.0363672095394725
gene_12171,-3.35461914120161,2.08509442578933e-24
gene_12174,0.134054767307659,0.65623376884835
gene_12211,0.391591008826983,0.195470790996253
gene_12223,-3.3824284804641,0.00203049225148206
gene_12232,1.10748109662142,0.000260631781175402
gene_12504,-8.98692032393034,1.88044064454679e-47
gene_12660,1.0142036821505,0.000802846327403831
gene_12779,-3.60421718261236,2.08376832370784e-27
gene_12817,-0.522504910399707,0.0829915463539239
gene_12822,-1.8737083718909,1.45699233399192e-09
gene_12963,1.73637577173024,2.09118438628329e-08
gene_12983,-0.679708372708939,0.0239914858892158
gene_13016,-1.76638752875144,1.13219716284417e-08
gene_13275,0.37227382546749,0.215340281153251
gene_13288,-0.910488751663294,0.00262786202726064
gene_13293,-1.22136681109541,0.309368076561643
gene_13297,1.42166015871035,8.39040915536415e-06
gene_13306,0.681424435011615,0.0237505622753649
gene_13364,-0.372550735129379,0.214284866334188
gene_13374,-0.71066844451062,0.0184219284694126
gene_13375,0.276399358086068,0.357714793991174
gene_13392,-0.55258276908505,0.072878403509969
gene_13441,-0.867106923380905,0.00413420564082266
gene_13503,1.29023778585091,2.69082404779591e-05
gene_13523,0.202929386585066,0.501404687104539
gene_13561,0.528016391420629,0.0793889821172093
gene_13563,0.250507472619398,0.40887339988564
gene_13573,0.946637020449923,0.00187660001064138
gene_13583,0.509672726034469,0.0916552547196777
gene_13588,-3.05903876877526,3.35726849906949e-21
gene_13619,1.92517252107816,6.43938021455859e-09
gene_13725,-0.555192545323556,0.317122754087509
gene_13810,3.79148936758859,2.81485719240041e-29
gene_14123,-0.281395541923105,0.348619750048408
gene_14138,1.98025195658646,2.22414006008562e-10
gene_14164,-0.087738608823801,0.773409683267965
gene_14216,-0.416520880996681,0.16486394350407
gene_14257,-0.588175385406022,0.164383592223306
gene_14641,0.688532198459978,0.0222053045983383
gene_14824,0.163005261915832,0.586966260499007
gene_14914,-0.563163713711984,0.0625227285689915
gene_14919,-0.515193567316066,0.0869838315319552
gene_15133,-1.18753457311665,9.52948203283015e-05
gene_15153,0.589557649513162,0.0522962222896842
gene_15171,0.282811091047758,0.347787075096852
gene_15285,-0.934051015852463,0.0206398046690178
gene_15413,-2.20550386066967,0.138887279010265
gene_15475,-1.52856142729217,6.40500884732862e-07
gene_15479,0.120979254684037,0.686291271785683
gene_15520,-2.62495737195817,2.65627104219252e-05
gene_15532,0.347007479769857,0.248146176127373
gene_15568,-0.746272360715628,0.0413064395890654
gene_15592,0,1
gene_15676,-0.0373096334730433,0.901303555758441
gene_16082,2.17670838937112,0.233480120162212
gene_16391,1.43317315540598,0.00112195264458118
gene_16402,-1.57801339637719,3.25324115611379e-07
gene_16490,0,1
gene_16602,-5.22051309701913,7.59866721809565e-44
gene_16864,-0.359983922424903,0.231051685662291
gene_17260,0.338359479520163,0.259282677986416
gene_17373,-3.85058767567551,1.69137001227798e-28
gene_17427,0.176692648025504,1
gene_17483,0.405919339101598,0.176973316223636
gene_17621,-1.74844708930688,1.82111290538712e-07
gene_17797,-0.265043287818048,0.376708347379409
gene_18189,0.066693725619505,0.825425901674721
gene_18236,2.7445648291779,1.22457109904016e-17
gene_18280,0.402493995014229,0.297759449462757
gene_18408,0.605279188966958,0.0443820601770301
gene_18510,0.512087331673966,0.0886553138473249
gene_18607,-1.12180722758658,0.247123067787483
gene_18610,-0.172254103426835,0.569667180121373
gene_18625,-5.1300235562557,0.000510586674745344
gene_18699,1.16445900630248,0.000135652163242303
gene_18869,-0.628670185194573,0.0498172413206568
gene_19102,-4.24104629329155,1.45689771050432e-34
gene_19144,1.48821998075771,1.21459049704781e-06
gene_19169,-0.715756321581287,0.140562886755215
gene_19186,-2.83388561206791,1.07999400065687e-18
gene_19485,0.903271207986484,0.0111646411680878
gene_19505,-2.55244996949484,0.50529317856625
gene_19549,2.71892152931957,1.74778751602759e-17
gene_19582,-1.46461829484531,1.7004421572648e-06
gene_19991,0,1
gene_19995,-0.149822784838249,0.618844623772737
gene_20129,-0.0802946210034359,0.791241200492185
gene_20181,0.450564553211838,0.189272919392104
gene_20219,-0.598605227054274,1
gene_20256,0.686275329672098,0.0233716251979234
gene_20426,1.13573371215542,0.000197349333404673
gene_20577,-0.805861762920941,0.00766619294472325
gene_20633,0.980176150756388,1
gene_20922,0.462458220060853,0.125721935982429
gene_21300,-4.71359871157386,4.98116043264046e-26
gene_21355,-1.29127514321742,2.23265807577309e-05
gene_21461,-3.98578740598492,0.0363672095394725
gene_21488,-0.445164123362759,0.604232596607852
gene_21574,-0.0264260409658586,0.931302104655735
gene_21645,-1.27669534871213,0.000411146649189769
gene_21762,0.123553943506085,0.683207239218823
gene_21776,0.470023899144287,0.118011542827915
gene_21826,0.97890581735437,0.00138759904820751
gene_21852,0,1
gene_22267,3.4047854012223,4.35127327085945e-25
gene_22277,0.304815604179182,0.31074713317285
gene_22355,0,1
gene_22556,0.357790407085636,0.234151775310447
gene_22567,-1.72808032250262,2.53622640364891e-08
gene_22840,-0.493587082729996,0.100290865188096
gene_22976,0.208691016596013,0.491193566531667
gene_23041,0.687773730199772,0.0228148161759384
gene_23171,0.359978248209029,0.395083230282314
gene_23191,0.604742805317984,0.0443894506384271
gene_23228,0.345123698815004,0.250210514848201
gene_23287,-0.583419367920931,0.0524834236835295
gene_23318,0.570603147190372,0.0579716865505973
gene_23330,-0.473016287272342,0.115461664729344
gene_23445,-3.97741701793942,2.31040674714385e-31
gene_23516,-0.437064121180543,0.145574276229249
gene_23572,1.26987052412747,4.32877661879377e-05
gene_23608,1.44603163167505,2.85296765304044e-06
gene_23697,0.392979316056421,0.191443550709117
gene_23734,0.760039434324843,0.0116421271593457
gene_23839,1.16832683923641,0.00230661081866014
gene_23892,0.604545111161419,0.0454354161531951
gene_23902,0.0318462068068002,0.919770227824172
gene_23909,1.99031404273867,1.60146026031307e-10
gene_24048,-0.263782571381592,0.379797580439372
gene_24422,1.07987124972807,0.000364641029579966
gene_24526,4.67332513394825,1.73009402112956e-39
gene_24862,-0.952945548117621,0.00180025736734002
gene_25039,-4.48960210878063,3.52809838054416e-35
gene_25156,0.483778533451588,0.111718849300907
gene_25293,0.146353952102445,0.626433080621183
gene_25423,-0.0624118074203751,1
gene_25434,0.0721624473853078,0.816896020144682
gene_25708,-1.51483615691237,9.84655598374443e-07
gene_25770,1.23747264845399,5.21111463926316e-05
gene_25772,0.483444172654775,0.107785959886394
gene_25796,0.536283249486112,0.0743017483816823
gene_25800,0.280169662255825,0.350334235602626
gene_26025,2.93872334622159,7.28699790414831e-20
gene_26036,-0.251259591524219,0.450896998275644
gene_26103,0.732361398396039,0.0153536683618735
gene_26297,-1.04431651412713,0.000714196439403333
gene_26508,2.48030305830664,4.20891480849939e-15
gene_26559,1.59613707132581,3.98098425968585e-07
gene_26652,1.02719869304162,0.000756447287407913
gene_26751,0.458540505930459,0.137335130423767
gene_26950,-1.88101305948201,1.45497887764561e-09
gene_27001,1.29271504322647,2.48348255777538e-05
gene_27075,-0.989245354776877,0.00112293256196151
gene_27644,0,1
gene_27697,-1.3246743548279,1.39339605930512e-05
gene_27847,0.179352654002246,0.551719848239834
gene_27869,1.10328160846887,0.00102150387754736
gene_28116,0.903996444709727,0.00296828609040248
gene_28137,-3.49004422221987,1.18855028173035e-16
gene_28203,0.238466756143392,0.426588223125604
gene_28277,4.04016383657823,1.21591299108257e-31
gene_28310,0.0367783862048197,0.902773922051026
gene_28528,-0.287800732351803,0.337402753379364
gene_28839,0.708073735287885,0.0200211328749939
gene_29153,1.56081175205023,3.61647677664937e-07
gene_29363,0.0161396089331172,0.957156979203828
gene_29364,-0.555402420663781,0.0647260648550689
gene_29534,-2.14102577322367,3.69890962303029e-08
gene_29559,0,1
gene_29639,0.899541103233352,0.00314893626862171
gene_29725,0.518919325730068,0.0846139293856816
gene_29993,1.89918758050354,8.9141274154925e-10
gene_30066,0.357869461841837,0.233726379604369
gene_30110,0.174104597361391,0.561902512630495
gene_30304,1.84101032412518,0.0476042881246843
gene_30419,-1.35281462837311,9.20001495628253e-06
gene_30582,-0.555169924673911,0.0645347617095632
gene_31003,-0.660054913079525,0.0293684997468463
gene_31081,0.248867526967271,0.424794033871699
gene_31544,1.45887756587288,0.000301017644759377
gene_31691,1.37826203685155,9.05678748301621e-06
gene_31698,0.938977585357616,0.0018802548145824
gene_31823,0.409127642185449,0.173589655357717
gene_32219,-0.769510954050999,0.0110573650181941
gene_32389,0.466135598688429,0.122411720213867
gene_32444,-0.0676573200444133,0.822111480577841
gene_32742,1.03675137811462,0.000723647818272707
gene_33011,0.28892527799043,0.340458536211476
gene_33030,0.469433533591868,0.119802641459659
gene_33050,1.04274453350181,0.000583115059480697
gene_33100,-0.63040331819026,0.0363350244636688
gene_33122,0.364540424861981,0.326913518015555
gene_33170,-0.434273389642965,0.149237179387173
gene_33178,0.367940049874094,0.219738723097467
gene_33327,-1.85993338467159,4.38067587242418e-09
gene_33627,0.328810044696125,0.275121862656535
gene_33800,-0.797329436484589,0.00834585800626462
gene_33867,0.701859806002552,0.01983959392996
gene_34053,0.290441886881975,0.344765614198228
gene_34063,3.49746541588263,7.91136925023709e-26
gene_34152,-0.374488617631931,0.212749001777435
gene_34239,1.66348524114614,6.5603861364311e-07
gene_34510,0.898246093690004,0.00290551278584568
gene_34533,0.0233537771786364,0.943860836327975
gene_34677,-1.1830661094277,9.88578172955778e-05
gene_34693,0.912784722692531,0.00279537256735633
gene_34713,-0.606866546174904,0.0438607419896673
gene_34971,-2.57557872150751,0.50529317856625
gene_35115,-0.967147980781921,0.00140642811947314
gene_35141,0.293963805197745,0.328862568719841
gene_35403,0.331687024108483,0.268516823042025
gene_35499,3.93809796295926,6.8255421877632e-31
gene_35664,-7.89416166367796,5.82794783258109e-72
gene_35681,0.804755085685921,0.00787560957157219
gene_35687,0.333678643052596,0.266629275108304
gene_35720,3.66250061684379,0.132980923090222
gene_35862,-3.13886158609208,5.20985801190417e-22
gene_35928,0.520120750339391,0.0836051714688084
gene_36054,-0.147902897798151,0.622575109921638
gene_36257,0.137356858351893,0.647048107158881
gene_36448,0.747170246529494,0.0326814142008599
gene_36473,0,1
gene_36530,0.422790751062012,0.804716371691342
gene_36549,0.33470127985473,0.265762122966063
gene_36565,0,1
gene_36672,0.218084595236887,0.50813173181539
gene_36828,0,1
gene_37042,-0.0691304493900412,0.819776608814133
gene_37241,0.973752905321893,0.00136899479792468
gene_37280,0.620070736284678,0.24448474120727
gene_37474,0.987153753632222,0.00110697124473711
gene_37637,0.140987964020833,0.640489471582391
gene_37749,0.395510661774819,0.18856744707072
gene_37757,-0.18273157556182,0.545721861878308
gene_37897,1.46250477621346,2.98773927883485e-06
gene_37965,0.0129974080110508,1
gene_38002,1.04762943868693,0.000643209281014987
gene_38210,1.31498220545489,1.70921086686216e-05
gene_38219,-0.0612190682479158,0.838325772870883
gene_38274,-0.154291917855417,0.607223322533231
gene_38295,-1.14222234520021,0.00692019607071966
gene_38358,-0.450509888068782,0.134570502027097
gene_38382,0.310537811485533,0.300329195513568
gene_38427,-3.69603565491255,1.85507101845093e-28
gene_38532,-0.343086778695081,0.254366322730378
gene_38945,-0.162405198677149,0.999999999999999
gene_39068,-0.518056959650611,0.0843706994628829
gene_39123,0.14746925116965,0.623030947530705
gene_39139,-1.3986650612756,6.4656025642011e-06
gene_39319,-0.240220805242277,0.423940264876106
gene_39523,0.286507093216195,0.341346248493524
gene_39537,-3.08671068877511,0.257939767849376
gene_39560,-0.180004280418973,0.54799480792571
gene_39600,-0.195413820881082,0.684779283314751
gene_39650,0.511027440591208,0.0904170492518349
gene_39987,-1.23043572089466,0.309368076561643
gene_40199,1.7042175149606,4.91927929571339e-08
gene_40275,2.54263339209975,1.6176802281361e-15
gene_40341,-0.0573401781959205,0.849278881121257
gene_40487,0.0735625253608132,0.809026103937491
gene_40531,-0.403892668369327,0.184445630594101
gene_40608,1.01322947443708,0.00101065547991277
gene_40633,0.0344279090337357,0.908854213389529
gene_40731,-2.17957112004725,2.65556257961508e-09
gene_40933,-0.473087689589816,0.11596195620511
gene_41353,-2.06167993594049,3.86966568476491e-11
gene_41357,0.455423902466937,0.129327869505519
gene_41515,-1.52881327448778,0.0133386429392226
gene_41802,0.614914723240461,0.0414543521464264
gene_41880,-1.03007213345249,0.000725385698162489
gene_41982,1.97952362584909,1.85017998713889e-10
gene_41988,-0.21893519320302,0.474604061444454
gene_42062,-2.19589449497248,3.15089980139497e-09
gene_42088,0.796875339565378,0.0085241197794554
gene_42286,-1.19467885006298,0.000130864139558497
gene_42304,-2.56872160577601,0.50529317856625
gene_42317,-0.205536757713918,0.502389305346896
gene_42429,0.0159112154922369,0.958646321014614
gene_42445,-0.141623629398631,0.637270227083217
gene_42493,-0.669539593553303,0.0260301017657567
gene_42753,1.53266497927077,5.81734597080833e-07
gene_42781,-1.61527059132284,0.0102638393121873
gene_42813,-0.597171844207806,1
gene_42832,-1.51056640942952,0.000107790712070426
gene_42980,-3.46777846604538,9.53788814695645e-26
gene_43039,-1.88393154163375,2.26247123789667e-09
gene_43093,-0.301778494877787,0.315153486529795
gene_43143,0.0484049468629905,0.872392677186223
gene_43355,-1.80041707012642,1
gene_43462,0,1
gene_43514,-0.0795131618228152,0.791821201380023
gene_43591,-1.62354837500953,0.000467394496643087
gene_44012,0,1
