gene,log2FC,p-value
gene_7047,-0.3532123498662,0.00619402242368173
gene_7062,-4.07583874463141,NA
gene_7080,0.920849942212718,8.22117061008921e-11
gene_7129,-3.8066715628298,0.0192897271547661
gene_7168,0.469492316587333,3.56449587421939e-07
gene_7171,-7.42906684370796,2.37835633515451e-06
gene_7174,3.2828451275676,2.82449932569163e-05
gene_7202,0.00908765098779467,0.944786554620636
gene_7216,-14.9368496484354,0.957969882708363
gene_7237,-1.63407013483896,0.120120288878168
gene_7255,-1.22760766444002,1.71703927821882e-07
gene_7264,1.01939317491013,0.670898382250512
gene_7306,-5.73592536798812,4.23006493067591e-17
gene_7312,3.49154172105678,0.000721694915299228
gene_7314,-1.35907220597647,0.349526385069572
gene_7341,0.81378368824386,1.64691221898202e-06
gene_7350,-16.1408793974702,0.953101436088935
gene_7372,0.165917118381061,0.626782686512979
gene_7376,0.744293277455744,0.0116465076236897
gene_7384,-0.415459274499915,0.048655682695564
gene_7392,-0.97860662758881,6.66892755199428e-09
gene_7402,-1.97459979052449,3.86066986135095e-17
gene_7516,-4.67108306756672,9.88070590240459e-92
gene_7520,0.532804993489425,0.000325383823340315
gene_7541,-0.51090423767856,8.25049581632558e-08
gene_7545,-0.361572449407739,0.00222899074256669
gene_7866,-0.768437691075109,3.99895989057362e-07
gene_7908,-2.33648737953582,0.0735208311691478
gene_7923,0.563309759012428,0.000229938884543355
gene_7933,NA,NA
gene_7944,-1.8327666245364,1.89789321277616e-15
gene_7952,-1.92981236578951,0.0221968833080536
gene_7968,3.79176845954247,1.04512721463461e-06
gene_8018,0.813436680979797,1.85390803583266e-09
gene_8056,0.566965291956739,0.232048141354674
gene_8083,-0.563170929215594,0.00793080694459612
gene_8086,-0.74056794981926,0.000190019877121535
gene_8118,1.20753738026943,0.0758839262549704
gene_8128,-0.057982251997494,0.821749158477647
gene_8130,-0.412160056039464,5.34618218087542e-06
gene_8196,17.1860948297693,0.928524604778607
gene_8197,NA,NA
gene_8226,-2.55060750548425,4.27963179434254e-13
gene_8256,1.80198790066229,3.51667689110554e-20
gene_8277,-1.95212204549242,1.53857027221875e-12
gene_8282,0.671763262432056,2.16997953351756e-08
gene_8283,-0.52615189682952,0.00275828009976867
gene_8294,-0.17978095220315,0.0733300406554178
gene_8300,-0.674393646077844,0.0205296389329966
gene_8311,0.250223955756449,0.522327797950498
gene_8323,-3.33722247680392,7.72040939999698e-153
gene_8324,0.448859556458428,0.0140067222804274
gene_8382,0.105339698724121,0.414335968931557
gene_8394,-0.921454212594654,1.38855124715263e-43
gene_8405,0.947032588597455,6.51232313294534e-08
gene_8438,-1.60836326532922,0.0188662795127248
gene_8441,1.5148874552171,6.68826242427317e-13
gene_8513,-1.78574600555167,3.86678364584566e-77
gene_8516,-2.55456421368962,9.48091891888962e-14
gene_8517,-4.07546474704736,0.000232155992083306
gene_8710,0.0721042466619364,0.73865548603998
gene_8735,-1.86652591645706,3.03975622316295e-07
gene_8838,0.534565321505732,1.3117262814937e-06
gene_8853,-0.646826000117625,0.286487533408104
gene_8869,-0.189515782808621,0.104927425899967
gene_8952,-0.319338356103926,0.000362088186646986
gene_8988,0.264318990466825,0.00226875313546132
gene_9307,-0.345204890738121,2.3750990954890000000E-07
gene_9335,0.640494961856407,7.34054837216793e-08
gene_9413,0.933769499522738,5.23119743949505e-11
gene_9694,-4.13170105965755,0.0158438534170261
gene_9709,2.13181426610257,0.340569873854901
gene_9724,-1.06015051609904,1.37541014666308e-06
gene_9765,-4.20162945443181,1.33632628442926e-22
gene_9780,0.357771541139783,0.0110585670905511
gene_9790,1.28362029227923,0.002628306116853
gene_9830,0.368480649759566,0.00261343565048832
gene_9844,0.431370469369807,0.00129739093647269
gene_9950,-1.16200290645296,0.0702412157690638
gene_9954,0.416153637877926,0.00620576838898671
gene_10017,-0.218888188929565,0.0553414022120175
gene_10030,-3.1125017511689,1.93353348734561e-23
gene_10072,0.622746795704986,0.00776448845642623
gene_10165,0.18474669804011,0.314045252028155
gene_10219,0.579051370820371,2.30718015597729e-05
gene_10244,-0.211643992291396,0.103445753243897
gene_10256,1.0362017877326,1.43987517812816e-23
gene_10270,0.205009640084436,0.092099664468736
gene_10278,0.993498452300663,7.90999528587275e-20
gene_10282,15.6398255883266,0.936168417849999
gene_10292,2.34789721465163,3.37738364652157e-177
gene_10295,2.03595852917719,0.0112988456429678
gene_10310,-3.47183170943125,1.83990648104703e-115
gene_10318,1.06274946966155,0.000108932568489909
gene_10319,2.30929511902305,0.000347331787353553
gene_10322,-0.997207913230481,1.37493885386578e-11
gene_10327,-1.49886318338317,0.11124135569756
gene_10361,-0.521811256786993,0.000434724849468901
gene_10379,-0.00973380972589341,0.993145080374934
gene_10404,-0.832557925835594,0.000578309396713763
gene_10438,0.308023334019586,0.240973876594312
gene_10539,-0.27484840235829,0.301128711459607
gene_10610,0.467168298011063,0.163793679232969
gene_10626,-0.294887118941891,0.0780003833096096
gene_10671,1.50069856753123,0.375363199473677
gene_10704,0.0330329342222115,0.657012310958573
gene_10803,0.414038269083383,0.00240046407511451
gene_10810,0.537880367920025,0.0162638277534694
gene_10818,-0.253657106885698,0.248911075936547
gene_10932,NA,NA
gene_11007,0.641797228107475,0.00436983151413822
gene_11009,-0.403884269518095,0.00081942932696232
gene_11021,0.57728365956796,3.63153711920205e-07
gene_11028,0.574872273593101,0.0174403723807105
gene_11052,NA,NA
gene_11083,-17.0001021525854,0.949521020107372
gene_11105,-0.0954089642513733,0.38691523816256
gene_11114,0.906872266495873,7.9325302738887e-17
gene_11132,-0.612617955191958,1.02640062354572e-08
gene_11143,0.0922783936611497,0.38816892946469
gene_11198,-0.13725079579044,0.444988296985479
gene_11201,-0.900637353366269,3.47904277680035e-05
gene_11243,-0.735488035669372,3.20682655867977e-16
gene_11258,-1.26333317520222,7.86962039979699e-18
gene_11260,1.02418397655103,2.21021365985038e-09
gene_11275,0.465528606793972,5.34967259883241e-08
gene_11295,-0.0893931992640307,0.373259981271868
gene_11304,0.701559225481531,4.40584683324684e-08
gene_11332,2.4338000478744,8.16961895841183e-09
gene_11347,-2.2659368749877,8.51822704308157e-06
gene_11376,1.23149481763194,6.25368587026341e-13
gene_11405,0.322144656996307,0.0043420162307919
gene_11422,0.2530730310477,0.371641348175962
gene_11426,3.89413814237366,2.00255229518255e-35
gene_11451,0.0388346692223291,0.688757843520926
gene_11454,0.158254562419972,0.285695198404691
gene_11465,-15.2275240979306,0.956810595334506
gene_11478,0.438053053658321,0.00337520930710718
gene_11485,1.10509639422777,9.74050411013934e-09
gene_11523,0.167408907911395,0.566473883779966
gene_11566,-0.756479087873588,0.00174836021607453
gene_11590,-1.92697090249525,0.0221701269316541
gene_11600,NA,NA
gene_11638,-1.70593324171212,7.35803611802234e-23
gene_11677,-0.74442997957295,0.00530344821357621
gene_12048,4.08795040701299,1.84598190797585e-57
gene_12061,1.78955294171943,1.7470986155506e-86
gene_12124,-17.5531804910917,0.947171526322992
gene_12171,-3.33495802582375,8.96457588221802e-69
gene_12174,0.14850074214343,0.188391017637408
gene_12211,0.407916068258247,0.00627574167425448
gene_12223,-3.54257199246604,0.106551307895973
gene_12232,1.12431726368548,1.48614492208713e-15
gene_12504,-9.39623782583156,1.75460461730147e-10
gene_12660,1.03227849384033,2.8908831284586e-16
gene_12779,-3.57668351149752,2.05650752532642e-10
gene_12817,-0.50806200195702,1.85296237443508e-09
gene_12822,-1.86159216630059,8.91375694358525e-17
gene_12963,1.75438311209626,2.16860098739376e-22
gene_12983,-0.665071420863699,4.24727608431029e-07
gene_13016,-1.7436588925961,6.99360059161106e-07
gene_13275,0.393157124471668,0.0304227577774388
gene_13288,-0.895628297416536,0.000328797187022874
gene_13293,-1.41345634221502,0.348177573198893
gene_13297,1.42809880727063,0.00073411112810171
gene_13306,0.698991496187082,1.7648172189941e-10
gene_13364,-0.353472967619432,0.00281434418431165
gene_13374,-0.695414757317076,1.55286411053127e-12
gene_13375,0.295602077474448,0.0262530387573513
gene_13392,-0.535847691191092,0.00129834970226243
gene_13441,-0.852092180047363,3.27530708130852e-25
gene_13503,1.30528888279281,2.71995367429452e-15
gene_13523,0.217545405506608,0.113701173732955
gene_13561,0.545501918873521,0.000348575556445729
gene_13563,0.265599977182503,0.0391622048025117
gene_13573,0.962215110438302,3.53230243657172e-05
gene_13583,0.525448223718014,3.01224503893368e-06
gene_13588,-3.04343783070374,7.20002777843319e-24
gene_13619,1.98999605696118,0.000249414323321499
gene_13725,-0.547260946896687,0.32253699926826
gene_13810,3.81670651768593,6.43703981619336e-41
gene_14123,-0.268657700304468,0.0491844866866329
gene_14138,2.0030762667754,4.08465528434573e-15
gene_14164,-0.0695782857369573,0.502981555607532
gene_14216,-0.397434305844952,0.00106637053597218
gene_14257,-0.564167691010695,0.2811550799863
gene_14641,0.705622492195179,2.80805552509265e-16
gene_14824,0.178262876977244,0.0190805100510932
gene_14914,-0.548497316814625,0.00212467536663585
gene_14919,-0.502519861708104,0.00110192265429629
gene_15133,-1.17367447801273,1.32744536274185e-14
gene_15153,0.605363032819612,9.09136069749668e-08
gene_15171,0.297674564453766,0.0105334015442256
gene_15285,-0.920233075681912,0.0552460056758593
gene_15413,-2.47743626406153,0.177262135623592
gene_15475,-1.50641657275848,1.39701467527662e-14
gene_15479,0.137694239139241,0.330098336130748
gene_15520,-2.64765854217331,0.00264753322662924
gene_15532,0.365275238777896,0.0162810094921283
gene_15568,-0.743446728193724,0.0509470950745234
gene_15592,NA,NA
gene_15676,-0.0226470635987399,0.853127264743159
gene_16082,2.71234291415912,0.216453037805686
gene_16391,1.46685594466291,0.000292599066446773
gene_16402,-1.56794493917447,1.02382973613854e-18
gene_16490,NA,NA
gene_16602,-5.21090843494329,5.03311275945049e-24
gene_16864,-0.344345787582741,3.26015496993718e-06
gene_17260,0.354653479189725,0.000963840100990307
gene_17373,-3.84239004478767,2.82585105926662e-62
gene_17427,0.211678628315282,0.950139456361359
gene_17483,0.417860936124721,0.153701751282904
gene_17621,-1.73541039495516,4.75305344187261e-17
gene_17797,-0.253037004043527,0.0415783457821933
gene_18189,0.0806759445897952,0.51417626700662
gene_18236,2.7638135068421,7.6089496300426e-17
gene_18280,0.422378199492411,0.160317987160693
gene_18408,0.62279672688243,0.000865501564156761
gene_18510,0.527340615869532,4.81148221905989e-05
gene_18607,-0.932672501438437,0.535730757923409
gene_18610,-0.156885749052722,0.0771052432347223
gene_18625,-18.6713514639472,0.942315361756409
gene_18699,1.18004341445138,1.34496528623529e-30
gene_18869,-0.611587330086447,0.0243911972604139
gene_19102,-4.23314443777702,2.87442903414318e-82
gene_19144,1.50650587868045,5.4889711114588e-11
gene_19169,-0.576259431414855,0.575477002505614
gene_19186,-2.81412400130187,1.52546604317746e-28
gene_19485,0.92842781353298,0.000394420391079104
gene_19505,-15.835618579353,0.954352247804767
gene_19549,2.73096954963686,2.30027568186757e-27
gene_19582,-1.44253278967418,2.69914328844284e-08
gene_19991,NA,NA
gene_19995,-0.133362633934692,0.0752930784652026
gene_20129,-0.0635356814698559,0.670153089709942
gene_20181,0.481272704163349,0.266648220617184
gene_20219,-0.783945746722088,0.80650457302447
gene_20256,0.700964239777406,2.30490993177925e-12
gene_20426,1.15409190285199,1.57755595809955e-23
gene_20577,-0.78780822913659,0.000267315909745583
gene_20633,1.24317659111178,0.611027141585629
gene_20922,0.478562271452714,4.7061067888716e-06
gene_21300,-4.74094019571897,4.87946755524364e-13
gene_21355,-1.26346781304171,3.89089172626311e-05
gene_21461,-17.6360756990765,0.946816090956562
gene_21488,-0.504029549152881,0.638503039979193
gene_21574,-0.0107710406518886,0.926487048619379
gene_21645,-1.25990701890708,0.264075328688977
gene_21762,0.13813505795236,0.426401298175597
gene_21776,0.485223813978661,0.000299460148534115
gene_21826,0.98513328984778,0.00450653080621789
gene_21852,NA,NA
gene_22267,3.43045585925651,3.45817746721864e-26
gene_22277,0.3209648371069,6.42955244138253e-05
gene_22355,NA,NA
gene_22556,0.367417098132747,0.828503686280599
gene_22567,-1.7250375968355,0.000178072049101766
gene_22840,-0.479506648393359,1.06431647959201e-10
gene_22976,0.224358977568658,0.00766987274792547
gene_23041,0.704721790143255,6.01041058666291e-05
gene_23171,0.331480193511996,0.656816877846249
gene_23191,0.624646285347387,0.000514262829360406
gene_23228,0.36089576563685,0.00107938315269009
gene_23287,-0.570837437791656,0.000121618093832477
gene_23318,0.586280809991854,3.33310496028147e-12
gene_23330,-0.453300160032014,0.022813649454639
gene_23445,-3.95044070247336,4.47547724849373e-35
gene_23516,-0.42418218809885,0.000911617140082178
gene_23572,1.28906182239743,6.6380284542427e-16
gene_23608,1.46040962251893,6.04332503937616e-06
gene_23697,0.408289108587679,0.00022870539629685
gene_23734,0.778224607146718,3.06057512548519e-13
gene_23839,1.18725105837832,0.0121329468409057
gene_23892,0.616374192511643,0.000132825353594592
gene_23902,0.0559480605121126,0.833314892824399
gene_23909,2.00703808681373,2.43230112453154e-22
gene_24048,-0.251734377334907,0.0317911231281379
gene_24422,1.09827690128767,1.29519511280591e-12
gene_24526,4.70029465690965,6.97881000160963e-57
gene_24862,-0.941891488531516,5.77855628537227e-08
gene_25039,-4.48103223790409,6.23498126131594e-31
gene_25156,0.502703835994813,0.00564670718448045
gene_25293,0.16279296634672,0.170855312856247
gene_25423,0.0058369790374644,0.991829644749673
gene_25434,0.0844836986086217,0.592844093508161
gene_25708,-1.48646836206118,0.00049648244789605
gene_25770,1.25805878557568,1.26900972990935e-10
gene_25772,0.497183028186502,0.003822510887691
gene_25796,0.550451371633368,1.39635659600226e-10
gene_25800,0.296248061388668,2.23316153883451e-05
gene_26025,2.96281936045286,1.66470124532183e-30
gene_26036,-0.238177394934745,0.326692006751317
gene_26103,0.751115397629288,7.94856736623255e-08
gene_26297,-1.02963758328456,1.45012549182483e-05
gene_26508,2.49985341799145,1.31136635878553e-33
gene_26559,1.60491110551303,5.58084100407297e-05
gene_26652,1.04003508540171,2.38028310078761e-08
gene_26751,0.471056585928732,0.0108225676651762
gene_26950,-1.86650802147299,7.74865191664742e-29
gene_27001,1.30626197544595,3.72330618000199e-17
gene_27075,-0.978946424061301,7.97147591178417e-07
gene_27644,NA,NA
gene_27697,-1.30113125727273,7.32499803818815e-07
gene_27847,0.19613317651527,0.130944851023367
gene_27869,1.13843842110329,0.0160142311186763
gene_28116,0.922059401079089,1.66905401345005e-13
gene_28137,-3.46774675693835,1.32878686030492e-08
gene_28203,0.252460127554569,0.0386833256499769
gene_28277,4.07290658227617,3.79150118502359e-18
gene_28310,0.0520296193510021,0.638692290967218
gene_28528,-0.274565965538855,0.0118099026514776
gene_28839,0.724814421543315,1.28653503647682e-06
gene_29153,1.58327975138154,1.44572300230302e-15
gene_29363,0.0327408031478635,0.813425586628532
gene_29364,-0.541176050311622,8.23402620133858e-09
gene_29534,-2.11562242696106,4.79504396386821e-06
gene_29559,NA,NA
gene_29639,0.917244524174671,5.47855620404405e-10
gene_29725,0.534940092226622,2.02834270463294e-09
gene_29993,1.92351442216995,5.15143373450263e-07
gene_30066,0.374287323130962,0.00168042992880757
gene_30110,0.193876640491606,0.290485164715442
gene_30304,1.94046999707193,0.0811534117845466
gene_30419,-1.34360659758571,9.07850430562455e-07
gene_30582,-0.538689886014747,3.40255204254865e-05
gene_31003,-0.649278209993854,0.000646327851412567
gene_31081,0.270752801056418,0.33628617642173
gene_31544,1.48736339088247,0.000354295757148277
gene_31691,1.39502822948138,0.000171248767792511
gene_31698,0.952730488989008,3.36527954405603e-05
gene_31823,0.428848792248579,0.00736749904282829
gene_32219,-0.756434421415591,1.77098964443462e-10
gene_32389,0.483217443807295,0.000408433938876383
gene_32444,-0.0524948935477771,0.554181757810877
gene_32742,1.05485926882568,8.03212814652348e-22
gene_33011,0.306530635195976,0.0722837819452214
gene_33030,0.485977500191417,5.50458267943566e-06
gene_33050,1.0626190369913,3.52200926688546e-10
gene_33100,-0.611095274043998,0.000262870394512659
gene_33122,0.382708001943672,0.249423956493068
gene_33170,-0.420016084480297,0.154383262003275
gene_33178,0.386022808764376,0.0300786818730762
gene_33327,-1.85023118618984,8.80650058370831e-17
gene_33627,0.345773891632088,0.0586788956195928
gene_33800,-0.783484718860785,1.03721012862679e-11
gene_33867,0.714110379038926,2.68570359135943e-07
gene_34053,0.302165599734452,0.418509989143616
gene_34063,3.52750215649137,2.72492829477105e-15
gene_34152,-0.35082515222589,0.110764722200632
gene_34239,1.65960515419591,0.00231577907287994
gene_34510,0.918999607589631,3.37145738044726e-08
gene_34533,0.0478153522095821,0.867209566141973
gene_34677,-1.16781052355365,2.45374337497715e-07
gene_34693,0.930039035996899,1.16894802591552e-07
gene_34713,-0.590197423670378,2.61013041536014e-13
gene_34971,-16.3091325655746,0.952406515038182
gene_35115,-0.953503325115586,0.00791420128238656
gene_35141,0.313351419999882,0.0595341943326409
gene_35403,0.350062797663313,0.120336787078179
gene_35499,3.96250592036467,3.67643468551284e-27
gene_35664,-7.89910860833832,1.00270718497431e-107
gene_35681,0.821685329125418,3.9856696581562e-24
gene_35687,0.351403190057154,0.00245438504581783
gene_35720,16.6546421618364,0.931175200493582
gene_35862,-3.12612550562749,7.87649847482748e-42
gene_35928,0.53373102750805,5.30103622733767e-09
gene_36054,-0.132029499380521,0.0843788595643891
gene_36257,0.154033457540363,0.196635429174014
gene_36448,0.789463459397369,0.461502490300674
gene_36473,NA,NA
gene_36530,0.49116577338016,0.694764017795355
gene_36549,0.347336505164329,0.00171120690106536
gene_36565,NA,NA
gene_36672,0.260387359765535,0.597872669245448
gene_36828,NA,NA
gene_37042,-0.0555874446348479,0.55297311701858
gene_37241,0.993549331845871,2.59126122443634e-10
gene_37280,0.659454489944632,0.214025443858895
gene_37474,1.00898601976408,6.50696966727298e-06
gene_37637,0.158135288532256,0.121175376318007
gene_37749,0.412965404826257,0.00125916614370956
gene_37757,-0.165888992906553,0.244146157755763
gene_37897,1.49022731942868,4.1945358072153e-07
gene_37965,0.0101894800071305,0.992256756094289
gene_38002,1.06718514838337,0.000899331818213237
gene_38210,1.33586045415142,1.42845940760774e-13
gene_38219,-0.0472224212910633,0.675903673877661
gene_38274,-0.137836137677409,0.0649713889310265
gene_38295,-1.12778489616239,0.288705789312753
gene_38358,-0.432349911711649,0.000261549154888312
gene_38382,0.325004875619265,0.104486630933601
gene_38427,-3.69600069383634,2.01941648334901e-11
gene_38532,-0.32981535075242,0.00881309651794867
gene_38945,-0.226658341540506,0.891488921315427
gene_39068,-0.505187074957733,0.008148708837967
gene_39123,0.161179350919636,0.234159125511551
gene_39139,-1.39638905619208,0.0135378141676599
gene_39319,-0.225578116048015,0.153607118519775
gene_39523,0.302284952741684,0.000849361291685532
gene_39537,-16.9211910326067,0.94985340117875
gene_39560,-0.161459035244054,0.184279893919264
gene_39600,-0.171253765260089,0.687420207971036
gene_39650,0.526717158008813,4.06642198451806e-05
gene_39987,-1.46666590419774,0.334968692103075
gene_40199,1.72734761183742,3.35712502434548e-15
gene_40275,2.55963289248883,1.03779734145868e-21
gene_40341,-0.0406680186249564,0.680106161873912
gene_40487,0.093444083606625,0.587237045071478
gene_40531,-0.381974136450843,0.0619744176566527
gene_40608,1.0370917921412,2.19801515357566e-05
gene_40633,0.0577939501004507,0.775524258158705
gene_40731,-2.19310351060931,5.04923024358054e-05
gene_40933,-0.465157100867527,0.0176032289443705
gene_41353,-2.04551004201689,1.50318780998565e-21
gene_41357,0.474296968350588,0.000611158561682683
gene_41515,-1.56326006482421,0.0294615765513024
gene_41802,0.634750289116342,0.000396352496726564
gene_41880,-1.01337242085129,3.97188879863041e-14
gene_41982,2.02612566103056,0.000251340127785266
gene_41988,-0.204911013414021,0.0869048677055246
gene_42062,-2.1952699520717,6.22593772869809e-07
gene_42088,0.813427156045229,4.61607116231274e-07
gene_42286,-1.176860917547,2.77699390055718e-13
