gene,log2FC,p-value
gene_110002,1.84111804774163,1.96444194244805e-10
gene_110011,1.08257404812464,0
gene_110013,1.02210502885897,0.00105048658717288
gene_110025,-0.138241992350437,0.800648687909989
gene_110031,-2.19318913394772,0
gene_110042,3.22551109759609,0
gene_110046,0.878254489219553,6.26496632349927e-10
gene_110047,-0.413957142209836,0.826847669222104
gene_110048,-0.133656984099113,0.130590807913332
gene_110057,3.6647966115393,0
gene_110060,-0.114482327101293,0.848109983032715
gene_110063,-0.992432178288905,1.23909993376969e-10
gene_110066,0.654018725797244,0
gene_110074,-0.776433654378676,5.55111512312578e-16
gene_110075,-0.189851039360612,0.333845653714687
gene_110080,2.23418021544912,5.92465143611776e-09
gene_110090,-1.71715316010867,0.000174057513035564
gene_110092,1.17418954555094,0
gene_110104,-1.62504657020409,1.5530987607093e-10
gene_110107,-0.921773911022854,0.000314479941274759
gene_110108,-0.400763446463048,0.576740523598212
gene_110169,0.732345690804347,0.0326883501923843
gene_110171,-0.670525843746846,1.69406954908524e-06
gene_110172,-0.62924853126444,0.422731504810546
gene_110195,4.32225849826958,2.51728806155427e-06
gene_110200,-0.942821406117539,4.65760763290746e-12
gene_110203,-2.97971721118469,0
gene_110218,-0.591807214218777,0.00620555279471702
gene_110237,0.21997187353931,0.763436802712307
gene_110274,-0.507971302723931,7.17969656849338e-06
gene_110315,0.888431792028806,4.83393188155379e-06
gene_110318,-0.457567444430489,0.200182792048697
gene_110321,-0.277795851753945,7.5752745964941e-07
gene_110324,1.99718914928676,0.99999999998801
gene_110328,-1.8839350882555,0
gene_110330,-0.0989078248261237,0.109718410968017
gene_110344,-0.0737571278141267,0.885448797239235
gene_110347,6.80770737095746,3.39080715650031e-06
gene_110367,-0.270444491658175,0.458548273141384
gene_110375,6.48688187753077,7.63933361014324e-12
gene_110395,-0.837741290272302,0
gene_110400,0.662008281093603,0
gene_110422,-0.176860210496741,0.295048049109975
gene_110427,-1.82464884056478,0
gene_110429,0.0286773639797587,1
gene_110435,-0.229479315583389,0.660356055443176
gene_110442,-0.168190678265374,0.762851186292985
gene_110446,2.58660532257955,6.25783178453965e-06
gene_110455,1.63210343061329,3.79701032000579e-05
gene_110492,3.68087787616399,0
gene_110497,0.824442329305402,0
gene_110514,0.467042959833471,0.606252338541027
gene_110536,-0.079043826514132,0.988905282021871
gene_110583,-0.213503726771248,0.69224089710381
gene_110619,-0.528975932525525,0.694546101488517
gene_110628,2.09822767861885,0
gene_110651,-0.150410766267763,0.880973757923906
gene_110660,-1.95450647331217,0
gene_110693,-1.01765757483296,0.999999361089857
gene_110696,-0.111554679604523,0.569480846378772
gene_110697,1.1536778545175,0
gene_110700,-0.355435594362078,0
gene_110711,0.167215115547373,0.00357590414023856
gene_110713,-0.22565023638344,0.394604541770221
gene_110717,-0.23153044527564,0.711830389437516
gene_110719,2.36498064371229,0
gene_110721,2.85880947524751,0
gene_110723,0.519222594194538,0.325029643735592
gene_110756,0.00324146567345915,0.906128567463748
gene_110768,-0.575500877798915,0
gene_110777,5.48138833738124,1.17120957821015e-07
gene_110799,0.897045304446803,0.46317821700965
gene_110801,-0.861527442745833,8.88178419700125e-16
gene_110811,-0.412605329445847,0.00487611011199451
gene_110841,-0.695356753472574,0
gene_110844,-0.20859521286478,0.154345159970455
gene_110848,5.5845879288788,0
gene_110851,-0.0453528914262309,0.910838544644612
gene_110852,0.646842887597455,0.475813354662639
gene_110871,-0.181502583241107,0.00189975692392164
gene_110876,-1.38071218905823,0.982039776812284
gene_110880,-1.86000925309251,0
gene_110881,-4.04192452962381,0
gene_110888,-2.07142640887084,0
gene_110900,2.31357881518763,0
gene_110906,-0.493700888594412,0.0127962545104433
gene_110911,1.39000873661166,6.55556149364855e-08
gene_110917,-0.52671197942148,0.00168423750860258
gene_110921,-1.01715921158336,0.000125076553339154
gene_110925,0.656570298721725,0
gene_110931,0.215432691167799,0.0226142634688723
gene_110944,3.19279775291321,7.70112061136974e-05
gene_110955,-0.494292116343219,0
gene_110958,-1.11143781148978,0.000116287187071018
gene_110987,-0.120432329194677,0.309680718427172
gene_111011,-0.0177063591321988,0.934042205788725
gene_111012,-4.69770143897467,0
gene_111052,5.29775178992414,0
gene_111057,-0.267848626585344,0.938993802572076
gene_111058,-0.219135159485778,0.584684376696149
gene_111077,-0.847573161121042,0.286584719829513
gene_111087,-5.07398962730055,3.33066907387547e-16
gene_111110,3.62912723628178,0
gene_111142,-0.769903728323263,1.0642537506822e-07
gene_111144,-0.564162426537337,6.07291994469961e-14
gene_111145,-1.32917559016449,0
gene_111181,3.20959287575111,0.0176805999402698
gene_111186,0.093318691999551,0.806433535316636
gene_111196,-1.18836811606731,8.41104963456019e-13
gene_111199,1.06852177385765,0.0114489964981406
gene_111203,-0.549264803576317,0.00105696081014128
gene_111206,-4.39997419524635,0
gene_111215,-0.244651577758462,1
gene_111224,-0.511276039839,7.41291195094362e-08
gene_111229,0.00467300919125111,0.958670491342196
gene_111231,-0.863090117478975,4.16927160573621e-08
gene_111237,-0.588415313219527,9.99200722162641e-16
gene_111247,-3.98627544950746,0
gene_111249,0.400125715655539,0.690792571178888
gene_111252,-1.19472085519177,0
gene_111254,0.237623912418474,0.660546489352208
gene_111261,0.53525928076564,0.000859918547872929
gene_111266,2.02802400548214,0
gene_111269,0.312699116444311,0.0171557028106363
gene_111271,0.35280235826091,0.150515728846623
gene_111275,0.595985074663853,0.672521916328825
gene_111276,0.257668230708635,0.722053237982092
gene_111291,2.82509756794405,8.50319814560407e-13
gene_111300,0.0185352430389916,0.92650851376995
gene_111319,2.91980635219985,0
gene_111321,0.191552951241271,0.240092038642494
gene_111325,0.811417763675603,0.999999999999994
gene_111328,-0.498838541964108,0.00321776967374443
gene_111331,-0.447293262716336,0.887363024905354
gene_111335,-0.273447699005303,0.873566774848918
gene_111341,1.56715397647699,0.0171730971879911
gene_111344,3.35863915144565,1.45832222075981e-07
gene_111348,0.249004830769234,0.940291606382837
gene_111358,-1.34518203527396,0
gene_111361,-0.487094138974758,0.000928595234303997
gene_111364,-0.412637713737153,0.00877759149827229
gene_111371,-1.50877545608577,0
gene_111412,-0.139292642014601,0.828787287865705
gene_111424,-1.68749180751618,0
gene_111432,-0.338721319969794,0.668975036584319
gene_111445,-1.76490173621242,4.09238309906357e-10
gene_111450,-2.00144464447914,0
gene_111481,-0.373701020061478,0.00126185304530835
gene_111490,0.899857373132031,0.0297948111973089
gene_111530,-0.0285314515554321,0.959423623012645
gene_111540,0.219954457757187,9.30167976320728e-05
gene_111554,-0.816277481330081,1.88737914186277e-15
gene_111581,-1.40617024269935,0
gene_111596,0.350446594059028,1.47487584367667e-08
gene_111602,-2.46458599902692,3.33066907387547e-16
gene_111605,0.0827246380144645,0.843729705286623
gene_111615,-0.722023604475142,0
gene_111639,-1.22767151421895,0
gene_111640,-0.411498671287934,6.8644814021912e-07
gene_111641,-1.11601750433809,3.77632247128279e-06
gene_111642,-0.417372923756605,0.00147869082856522
gene_111644,1.43669459335144,0.00446910492903485
gene_111647,-0.567792017190438,0
gene_111652,-0.058971470982115,0.926198699154552
gene_111653,1.43693695299176,0
gene_111664,0.431436131706074,0.0390247700427307
gene_111665,-3.40906656562908,0
gene_111666,-0.370692907392339,0.00370229934947919
gene_111667,-0.523043404017561,4.08608321658122e-05
gene_111669,-0.228722777622196,0.829015988675068
gene_111670,-0.160321105155753,0.82544273853278
gene_111671,-1.15483570483487,9.02084153708849e-06
gene_111674,1.75981609944068,0.00507960025197829
gene_111676,-0.111102348098856,0.886551599252835
gene_111678,-0.380083651015917,4.44311254454988e-13
gene_111679,0.292995737256485,0.99697628344399
gene_111684,-1.11314131487385,0
gene_111696,-2.99215645742493,0
gene_111707,0.340406212531985,5.855538276478000000000000E-12
gene_111711,-0.25261307806012,0.37435041824279
gene_111716,-0.90520208389036,0
gene_111725,0.992759246860342,6.60804744256893e-13
gene_111726,0.0771242076657186,0.809349015751329
gene_111727,-0.370787659990592,0.399434082058908
gene_111728,0.464868236214017,1
gene_111729,1.46528689302611,0.999999999999999
gene_111731,-0.343102935535013,0.00126864893849765
gene_111737,-0.524720986374873,0.000592702083703545
gene_111752,0.259226078452717,0.498973002946117
gene_111775,-0.474431040339029,4.14800662706938e-07
gene_111785,-0.356984583356456,0.000369368308674844
gene_111786,-0.139323600946394,0.850268456811115
gene_111788,-0.82451729327339,0.000159464521694019
gene_111790,-0.454927844850694,3.27626354222899e-05
gene_111799,-3.76264919934898,4.92828000631107e-13
gene_111801,1.937574444356,0
gene_111802,0.333065644360372,7.05326046168686e-06
gene_111816,0.543763729927121,0.00565683481950563
gene_111817,-1.82629684836225,0
gene_111832,-0.850771736473988,0
gene_111837,1.48094110912834,0.999999999994846
gene_111843,-0.637345705259278,6.66133814775094e-16
gene_111845,-1.3815736412837,2.22044604925031e-16
gene_111846,0.67097796438324,0.0839789919809619
gene_111850,-0.823382577442066,0
gene_111859,1.95084715509041,0
gene_111860,-0.562177480152705,0.0659264641112294
gene_111863,-1.94154115579093,1.03181603293701e-05
gene_111875,-0.880096547766161,5.55111512312578e-16
gene_111877,-0.410355900027136,0.999963636736187
gene_111879,-0.799599453462634,1
gene_111880,-1.227001742662,0
gene_111885,0.76124618748141,0.00244864119179589
gene_111897,0.540215045944641,8.60573847738522e-08
gene_111906,-0.85516202510337,3.47222250951518e-12
gene_111907,-0.189716952952388,0.867086268867319
gene_111911,0.854578682779682,9.12039332945369e-11
gene_111912,1.0331672384233,0.642076719517142
gene_111913,0.272315568658541,0.751557089699117
gene_111961,2.09331762349979,0.00016242499819219
gene_111962,1.50044469025647,1.12132525487141e-14
gene_111981,-1.0778411900702,0.317133478206432
gene_112029,-3.24418703194039,0
gene_112031,-0.764364432330297,0
gene_112033,0.586180530508288,1.05239250542954e-05
gene_112039,-2.29096737519846,0
gene_112053,3.00295734495692,2.59546828473844e-11
gene_112062,-0.484575389186644,9.59788248877658e-10
gene_112078,-0.110909281035218,0.828305247318276
gene_112079,1.39399961343754,0
gene_112081,-0.863998474442149,0.0280923872507441
gene_112096,1.01375381442366,0.835189160888322
gene_112110,-1.04299620128235,5.36237720893951e-14
gene_112118,-2.80374284338731,2.2604445948371e-07
gene_112130,-0.448909289871231,0.00256663441066729
gene_112137,-0.0324956414851189,0.667938979197676
gene_112139,-1.29921500406386,0.4329949908007
gene_112144,0.0550467371133367,0.902878414964166
gene_112146,-0.433945291894738,8.72518257644117e-09
gene_112149,-0.375550136717664,0.534069172255644
gene_112159,-0.461205594289495,0.10527742822298
gene_112167,-0.10283797375899,0.877589291018959
gene_112182,0.312240714206267,0.540701862926369
gene_112183,-2.75110868865507,0.00880584457617684
gene_112186,-1.78588890088045,0
gene_112200,0.261751058534282,2.12975193036868e-11
gene_112208,-2.06364748684273,3.17685221462582e-08
gene_112210,-0.935754496853331,4.9515946898282e-14
gene_112218,-3.02354759653054,2.65898414397725e-13
gene_112234,-0.357976330691948,0.000304766694769754
gene_112237,-0.170371585867654,0.0565177135610502
gene_112242,-0.099530744937457,0.866813715358455
gene_112245,-1.26142321912754,2.22044604925031e-16
gene_112246,0.69789030580022,0.589671938092288
gene_112249,-0.500391048208741,0.0199526717352129
gene_112276,-0.894073306035086,0.0541538392996612
gene_112282,0.40218174649732,2.79480975984292e-06
gene_112290,-1.24945851364312,0
gene_112293,0.923585194446289,0.0225193272877539
gene_112294,1.04948217176202,1.28648224646533e-05
gene_112297,-1.88645221234185,0
gene_112299,2.5840841872828,0.0191925236264918
gene_112303,7.49654717490778,0
gene_112304,-0.208406960286238,0.433100996037253
gene_112305,0.183316978873046,0.644438657199572
gene_112306,-0.26153995638025,0.00171719266471992
gene_112308,-0.0553385369870213,0.926380792632224
gene_112309,0.364464181102717,1
gene_112312,-1.40967645957086,0.000211673322330519
gene_112319,-1.6717528469361,0.159837139179883
gene_112320,-2.5688128200248,0.999999999999332
gene_112335,-0.272742798266681,0.00515957783816323
gene_112339,-0.747560274306692,0
gene_112343,0.702577134752437,0
gene_112357,0.321375227620302,0.00140984413024525
gene_112365,-0.35154069440033,0.60529965652243
gene_112367,0.404611874186652,0.000439885010834806
gene_112378,-0.0824619927335619,0.900040195618096
gene_112379,2.44441822718214,0
gene_112406,0.524054396799652,0.000557738826521326
gene_112414,0.242986647401854,0.898520178891747
gene_112419,-0.734249821926008,5.51630852108076e-10
gene_112425,-0.959591584545657,3.01716573947175e-09
gene_112473,0.377857428050628,0.131098769586487
gene_112511,1.00210677625146,3.08256420389341e-10
gene_112514,-0.519599438767263,0
gene_112530,1.58489663467323,0.0820246193304748
gene_112531,-0.424901766851732,0.000140797858348862
gene_112541,2.36410132870634,0.191383103537441
gene_112559,-1.58094815917827,0
gene_112561,-0.657172389280813,0.00786361936922586
gene_112562,0.0826420144090017,0.781196536878184
gene_112576,-0.923927743290221,0.0315017236605009
gene_112578,-0.963104138967769,6.34632840804672e-05
gene_112584,-0.201364194205509,0.293300959850973
gene_112592,-0.300964952328237,0.000770221701859475
gene_112599,0.671800857219582,0.329580328007011
gene_112619,-0.425026366277408,0.488969183137513
gene_112624,-0.00458219617522438,0.87810378720721
gene_112640,-0.784138824037232,0
gene_112651,-0.628655927980948,2.12951878353351e-12
gene_112655,0.220823955199759,8.04797561926307e-10
gene_112658,-0.618558454273154,0.165405909114021
gene_112659,0.508880533674641,6.16184880897208e-12
gene_112664,-0.520558682029619,0
gene_112667,-0.630576054292667,0.381425332349922
gene_112679,-0.00446604299265679,0.898442240549314
gene_112685,-0.628536346582294,0
gene_112695,-0.159713044519897,0.788364933824
gene_112697,1.51505632072096,0
gene_112699,1.85659944594976,1.82550974336948e-10
gene_112701,-0.186949307080703,1.46105960663334e-09
gene_112706,2.6957370748436,6.29044283328994e-08
gene_112715,0.782494983133509,0.195336063402656
gene_112739,0.00247377397022576,0.942410324804746
gene_112742,-4.32777888289057,0
gene_112759,0.0643011005932844,0.91880198589144
gene_112761,-1.00505146204338,0.167555914130531
gene_112763,0.581259496199577,7.96035337047307e-06
gene_112769,2.19450856205889,0.00152586186151238
gene_112773,1.72536665801541,2.90863699792254e-09
gene_112782,7.66432531441961,2.95009905393329e-10
gene_112787,0.372852179588733,2.79270576664103e-06
gene_112796,2.77300341063904,0
gene_112812,0.867489225751046,0
gene_112851,0.116742458709566,0.475470607944356
gene_112852,2.16769668952201,0.0206441994533266
gene_112855,0.353775221630758,0.00340083927358614
gene_112874,0.220641510964207,0.348958688417918
gene_112877,-1.36836678352189,3.75668351981773e-09
gene_112893,0.197431178130403,0.0859145291095622
gene_112902,-0.165740206673065,0.868197269760165
gene_112941,-0.381236893048277,0.0451047446058647
gene_112964,-2.51510539792846,1.01099129068416e-11
gene_112972,-2.59977675856596,1.38655459874792e-05
gene_112977,-0.267403686650487,0.00196147710559513
gene_112981,-0.186538881307722,0.732553250882477
gene_112983,-0.221686419751998,0.185341084292851
gene_112984,-4.15781325418775,0
gene_112992,0.342564475392962,0.0311020263980542
gene_112996,-0.233404004784469,0.980536397657589
gene_113013,-0.963086422351397,0
gene_113048,-1.22077056223385,0
gene_113068,-0.854738199180581,0
gene_113070,-1.79586269663658,0.145878790279726
gene_113083,0.227352013878824,0.714969510830667
gene_113108,0.827832449897114,2.11759015982249e-05
gene_113119,0.260018139384536,0.47309255560706
gene_113140,-3.9554987911014,0.000149738844057667
gene_113141,-0.213661469929938,0.116639077531005
gene_113161,-1.57832677633968,1.49699141971382e-10
gene_113163,0.235929723075272,0.273095071844881
gene_113194,-0.499372181093904,0
gene_113205,2.43549971726526,0.0468088609478401
gene_113209,2.1311525275445,0.0191930747520977
gene_113231,-0.443265093987704,0.455208640803734
gene_113240,1.05879073164047,0.0154819751037519
gene_113248,2.13504885001631,0.00145765965679612
gene_113262,2.06418459496868,0.999999999706983
gene_113269,-0.0579110842356913,0.866471306905688
gene_113272,-0.652273830120442,0.00106908569839315
gene_113273,-0.541069667383568,0.444877010944513
gene_113282,0.868877398584618,0
gene_113296,0.41052738580891,0.531275933467241
gene_113300,-0.375745837483433,0
gene_113312,-0.300215095565938,0.00288525863475197
gene_113318,-0.179331168957547,0.78478419434252
gene_113319,0.689069635129712,0.267502997159885
gene_113328,0.316077325008756,0.0532699838645355
gene_113356,-3.2200184791937,0
gene_113360,-0.730335806756883,0
gene_113361,1.50177777158225,0.46560179081526
gene_113368,-4.2291303536732,2.81561862713886e-09
gene_113369,1.29790841196264,9.64642919987213e-08
gene_113384,0.345618152386121,7.33719425430879e-05
gene_113387,-1.10158665345837,2.8377300509419e-13
gene_113391,0.533595370617622,0
gene_113396,-1.75235233777846,0.00176493768361419
gene_113407,-1.10503726346815,0
gene_113441,-0.853971911425142,0
gene_113448,-0.192986036208476,0.806015165925865
gene_113456,-1.0790605844737,4.40249214195276e-07
gene_113460,-1.16566871253527,0.000648290209735114
gene_113504,1.48331561031244,0
gene_113522,-0.165896095377973,0.76497741892776
gene_113532,-1.0437167156477,0.972606604495946
gene_113552,0.100145230512086,0.850086048538025
gene_113555,-1.03162381189702,0.08941064781778
gene_113558,-0.289422668629426,3.51468511483599e-06
gene_113569,-1.21339545273666,0
gene_113575,-0.826016907041656,2.41763586927846e-09
gene_113578,-1.1191266135187,0.163649656410855
gene_113580,-1.20647817251736,5.46229728115577e-14
gene_113583,0.254641498779504,3.38307160063778e-12
gene_113593,-0.0771912575008231,0.80709874853147
gene_113594,0.517670520895796,0.291040612530567
gene_113595,0.0294051456841082,0.999602191186837
gene_113597,0.151088962372659,0.168464117530254
gene_113615,0.595879347353654,0.000197958380463104
gene_113621,-0.536721712501754,0.000765585684986303
gene_113638,-0.192083568018098,0.232416620671872
gene_113643,-0.186072831774947,0.898436769126521
gene_113645,1.68458002997696,0
gene_113648,-0.820290703163669,0
gene_113649,-0.254383379214745,0.00796384848932852
gene_113657,-1.34484786460747,0.228846683677848
gene_113658,-0.770574305889832,0
gene_113712,-0.650366825674055,9.8625277555886e-07
gene_113716,-0.173363795571681,0.0741373972843995
gene_113719,-0.111751720453454,0.885919973166676
gene_113732,0.876807156013888,0
gene_113734,-0.983864542657427,0
gene_113739,-1.70882456906176,0.365216079928385
gene_113742,0.885167554053953,1.33226762955019e-15
gene_113758,-0.0887458272983983,0.937542515042952
gene_113761,-0.29823106540628,0.475061161285026
gene_113790,-0.879418674123235,8.41819858266035e-09
gene_113805,3.61565777697005,0
gene_113810,-3.13822441829362,0
gene_113811,-0.419141318905606,0.0119252570888253
gene_113812,0.201974480106578,0.454049010726354
gene_113838,-0.736642856888668,2.44249065417534e-15
gene_113845,-0.464096234271203,1.22023351012412e-06
gene_113851,0.504203155049822,2.28609617569653e-06
gene_113916,3.15421067568612,1.88737914186277e-15
gene_113924,2.20817623036278,0.0324663640061942
gene_113946,0.57100634815421,0.314420573129039
gene_113966,-0.643320277813608,0.000184979775469385
gene_113971,-0.00747361300305881,0.885069686703483
gene_114013,0.536205249074941,0.529115740797224
gene_114019,0.428337124013435,0.0165775230910441
gene_114021,-0.631260847055719,7.14176828786606e-10
gene_114023,0.177680030189341,0.814440902404449
gene_114026,-1.07623725306127,0
gene_114030,-0.710281368033049,0
gene_114054,-0.757694736160812,0
gene_114062,-0.437123608782603,4.89884799392826e-11
gene_114098,-0.316777572133081,0.000113069585107373
gene_114107,0.337696826746396,0.685405506188378
gene_114115,1.07458492645581,0.262709263290021
gene_114120,0.718652637395546,3.59283235118468e-05
gene_114125,-0.127559479643748,0.3679595132287
gene_114126,0.884094213632204,8.25876034227235e-11
gene_114127,0.570407595812705,0.0746385791854177
gene_114166,0.859748602030404,0.00700454122260996
gene_114200,-1.63122755734067,0.0149218343342051
gene_114209,-0.393549935015512,0.000189288821619948
gene_114248,2.57419343074713,0.0244007554241216
gene_114251,1.69784055963114,0.000173846630895591
gene_114268,0.553211041901357,0.621815695530531
gene_114270,-1.86366683811334,1.11022302462516e-16
gene_114279,-0.177667203156876,0.530655977452837
gene_114302,-1.04556603349895,0
gene_114315,0.47757584191669,0.138150647750827
gene_114316,-0.191265812882115,0.00947942319825346
gene_114331,-0.415662548561363,0.016642227296129
gene_114346,-2.12132300364134,0
gene_114353,-0.539820598495602,2.2795654253116e-11
gene_114354,-0.316103544566299,0.00262038311508117
gene_114374,0.499017183900738,2.84571161612845e-06
gene_114378,-0.627071512929728,0.439593435201
gene_114383,-0.208062208657095,0.765123190649236
gene_114388,0.344883736574482,0.15720658362815
gene_114391,-0.296524535779367,4.45395372346002e-05
gene_114395,0.0284921044620687,0.836977498263004
gene_114405,-1.36021095478493,0.00289014553882883
gene_114416,-0.188604596491699,0.07564652521203
gene_114423,0.571599766323587,0.494025159836133
gene_114439,0.192820967033342,0.760951077530932
gene_114446,-1.27024899295664,0
gene_114450,-3.21559972373302,0
gene_114455,1.86402585899381,0.0688750485932562
gene_114473,0.160902891447389,0.799095485796668
gene_114480,-0.113138139378675,0.88844315591151
gene_114491,-0.750979751227886,0.0431509631258039
gene_114503,-0.251259965789486,7.08183051332245e-05
gene_114520,0.405564895947832,0.00167173962553424
gene_114529,1.00232897813083,1.18127729820117e-13
gene_114541,-1.11720570884594,0
gene_114544,-0.421516456937828,5.29488146483459e-06
gene_114547,2.25940981870494,1.13235689404023e-05
gene_114554,0.140983869849102,0.913219262177544
gene_114573,0.032445492543986,0.930493791472273
gene_114626,0.588937999558185,0.0298408325502511
gene_114631,0.746350313548986,0.0351031137252823
gene_114638,2.58264607529929,0
gene_114648,-0.572725573951702,4.22937633621778e-05
gene_114650,-0.287036403536898,0.0473856392017512
gene_114656,-0.523833730790989,1
gene_114670,-0.418759837435324,0.412437805115714
gene_114686,-1.2064635763999,0
gene_114698,0.264841914930207,0.635497002270625
gene_114735,0.192157624377634,0.00733321340446391
gene_114737,-0.656099291164774,0.00229173774625047
gene_114738,-0.452949019962608,0.233922196350491
gene_114739,0.423625331210496,1
gene_114742,0.457234156451637,0.00250438555178634
gene_114744,-0.345144757070767,0.00907823824888487
gene_114745,0.740907597710594,0
gene_114757,-3.06709032427663,2.31814567541733e-13
gene_114767,-1.40477228564512,0
gene_114770,0.357681228768368,0.668359049119393
gene_114771,2.22707173361699,0.0913701890883244
gene_114779,-0.432463478183753,0.251760040165307
gene_114784,-0.111097190349552,0.856684050074004
gene_114790,0.66302558769144,0.53042105156124
gene_114796,2.3566630012601,0
gene_114805,1.12382364563713,3.0881630586066e-11
gene_114812,2.5002306595607,0
gene_114841,2.17269042113135,0
gene_114850,-1.63466019432468,0
gene_114853,1.06917358481327,0
gene_114854,4.43367724693552,0
gene_114857,0.650420904205607,0
gene_114859,-0.596272381658372,0.0179963621657225
gene_114861,-1.42008709377864,0
gene_114867,-0.788054085123458,0.00216910310514595
gene_114902,0.163709457519427,0.467928135354585
gene_114904,-0.723390146985672,1.96892928714387e-05
gene_114923,-0.35573498475565,0.000117007900033994
gene_114933,0.234326790253848,0.633345043806253
gene_114942,-0.948379149871436,0
gene_114948,2.53034224605684,0.0892034902859754
gene_114956,-0.742230326826776,0
gene_114978,-0.473105322918201,0
gene_114982,-0.0416813580248877,0.921313769432128
gene_114988,0.266112291035231,0.667538851342868
gene_114993,-0.713086087815388,0.00254932515597639
gene_114999,-2.74893975739828,0
gene_115008,-2.05143959095682,1.08437703261188e-11
gene_115009,4.73173102335262,0.000773678944330447
gene_115020,-0.276041739058051,0.00115842269376243
gene_115041,0.103760107796875,0.739877623767044
gene_115042,-0.582851169427714,1.69086966650411e-12
gene_115053,-1.53722110613002,1.62198809938729e-10
gene_115073,0.319969613117001,0.0296024257585505
gene_115084,0.0551436625810039,0.927507187141162
gene_115091,-0.724631573372312,0
gene_115107,-0.436847087455739,0.7336975317428
gene_115109,0.134814420308615,0.298055868447727
gene_115112,-0.684334607393189,0
gene_115128,-0.649288555809421,0
gene_115129,-0.395542075932786,0.18393793379403
gene_115137,-0.17624165196906,0.665243368077745
gene_115145,0.0309742844567088,0.936038390330614
gene_115159,-0.158127254091791,0.88811679267459
gene_115163,-4.67618389308428,0
gene_115170,-0.875820785562774,0
gene_115183,0.633193927420903,0.112955796887269
gene_115204,-0.340424592202383,0.00925192630587868
gene_115207,0.113104057008209,0.83679222336983
gene_115211,-0.186172739710572,0.6652114647885
gene_115216,-0.396678598428705,0.00131116006423526
gene_115221,-0.0612036321111049,0.976829517274816
gene_115226,-0.500527980916704,0.000725222417847005
gene_115232,-0.791854800993307,0.168874193277403
gene_115233,-1.06204404631087,0
gene_115234,-0.945371606047823,0
gene_115239,-0.0570804425016724,0.970364984314924
gene_115241,-1.20014289588217,8.54711862507962e-07
gene_115252,0.183244984992574,1
gene_115255,1.59173331571904,4.48293180355108e-10
gene_115257,2.64291274145075,0
gene_115266,0.716003245974558,0.000806462959548893
gene_115267,1.40544727399219,1.09093402089755e-08
gene_115268,-0.332184280541996,0.313517858012161
gene_115271,1.15261589502524,0
gene_115274,0.288376388515911,0.28841500338246
gene_115275,0.213481611600373,0.224827888909256
gene_115282,-0.39430595783936,0
gene_115286,0.159744205807481,0.791652182624005
gene_115289,-0.0996776657052654,0.857607582683264
gene_115290,-0.232130205529813,1
gene_115295,-0.139549047866092,0.821160506763813
gene_115297,2.93241774586216,0
gene_115306,-0.149141575574515,0.869626350218128
gene_115307,0.147672692103895,0.0447317307951461
gene_115310,-0.686820486126503,0
gene_115317,-0.198124646318681,0.743521044669082
gene_115318,-1.0187594689518,0.0215582764213261
gene_115325,0.231210149169165,0.672783324283744
gene_115339,-0.515807454894317,0.00134237422945938
gene_115350,-1.71017509192298,0
gene_115355,-1.49390578722502,0
gene_115361,-0.934479552528771,0.208547581789691
gene_115363,-1.31700928476149,0.0128820098884662
gene_115364,-0.97111107640588,0
gene_115365,-0.648717512506735,4.41037206755368e-11
gene_115368,-0.458474847015819,4.35453646030481e-07
gene_115380,-1.84157269208892,3.39728245535298e-14
gene_115392,-0.553389967919477,1.44589051842559e-09
gene_115414,-1.97884312019482,5.49768237689818e-06
gene_115415,0.0626981749229571,0.914649079951719
gene_115419,-0.308157163847585,0.692983880575628
gene_115421,-0.134404583927523,0.617634759219757
gene_115423,-0.0586958070173218,0.734803036084274
gene_115425,-1.0809063543231,0
gene_115446,0.194871801413558,0.234317693994284
gene_115457,-0.410334800297731,0.716209992771802
gene_115459,0.722222813196298,3.61274428128944e-05
gene_115461,5.18697060657558,1.72249964390803e-05
gene_115464,0.231783755425176,0.30110211330807
gene_115484,-1.0976852575057,5.6621374255883e-14
gene_115486,0.131279784998482,0.622599029883627
gene_115504,-0.677448236203008,0.000379435393493943
gene_115507,-0.263029851677642,0.615681484201842
gene_115514,-1.09672526177577,0
gene_115520,0.546656829132147,2.58208359038559e-06
gene_115524,0.623816025596234,0
gene_115525,1.03009011509463,1.49589661790905e-06
gene_115526,-2.71289718169055,0
gene_115539,-0.979947672528614,3.7827445905636e-06
gene_115540,-0.465349777501062,0.00184336138872665
gene_115541,-1.19148733357212,1.48495675778015e-05
gene_115548,0.783716820325156,0.130783035895217
gene_115556,-1.00761782491529,9.43653682028422e-06
gene_115561,-0.651007153829521,0
gene_115568,-0.54435032220051,0.0275685734961044
gene_115590,-2.37608429270686,0.000447099738440704
gene_115594,2.32022736687146,0.000170884304835806
gene_115596,2.56368724311289,0.0160950773647721
gene_115598,0.0978714008732873,0.750701604747434
gene_115602,2.33842639262926,0
gene_115604,0.31015820281282,0.226430480453702
gene_115616,2.71485237910287,0
gene_115641,1.64207819902117,0
gene_115648,2.1278204236002,0.000734768212971137
gene_115649,0.385760008112138,0
gene_115652,0.0555635022699883,0.919370225468738
gene_115657,0.0896029017146419,0.882071849553382
gene_115661,-0.00600401258294814,0.905607890696987
gene_115677,-0.165629768000801,0.0153682342211828
gene_115685,-0.257897622957929,0.00101881571091067
gene_115687,-1.25829048004239,3.02378599936759e-09
